GEOID10,DP0010001,NEIGHBORS
48135003000,8541,"48003950400,48135000800,48135002503,48135002501,48135002400,48135002900,48135001900,48135001800,48329010109,48135002000,48135002300,48135000100,48461950200,48103950100,48135002700,48135002200,48329010114,48329010112"
48135002503,5067,"48135002502,48135002501,48135002400,48135000400,48135003000"
48135002502,5647,"48135000500,48135002503,48135002501,48135000300,48135002400,48135000400"
48061013207,4050,"48061980100,48061013206,48061014100,48061013203,48061012700"
48061013206,3595,"48061980100,48061013207,48061013204,48061013203"
48061012608,3662,"48061012607,48061014500,48061013102,48061013104,48061014400"
48061012607,2973,"48061013203,48061012608,48061013102,48061014200,48061012700,48061014400"
48061013309,3019,"48061014100,48061013305,48061013308"
48061013306,2912,"48061013305,48061013308,48061013901,48061013903,48061013307"
48061013307,2215,"48061014100,48061013306,48061013308,48061014001,48061013802,48061013902,48061013903"
48061012505,9119,"48061012506,48061012200,48061011600,48061011500,48061012102,48061012101,48061012508"
48061012304,4696,"48061014200,48061012301,48061012305,48061012700"
48061013106,5075,"48061013102,48061014300,48061013303,48061013401,48061013104,48061013002"
48061013003,2242,"48061013004,48061013002,48061012900,48061012504"
48061010100,8437,"48061012301,48061012305,48061012200,48061011400,48061010203,48061010800,48061010201,48489950700,48489950600"
48061012401,6498,"48061014200,48061012506,48061014400,48061012200,48061012402"
48061012200,10831,"48061010100,48061014200,48061012301,48061012506,48061012401,48061012402,48061011400,48061011500,48061012505"
48195950300,3839,"48393950100,48195950100,48357950100,48341950100,48421950200,48233950200"
48195950100,1774,"48195950300,48357950100,48421950200"
48135002501,3440,"48135000800,48135002502,48135002503,48135000300,48135003000,48135000100"
48135002300,3477,"48135002400,48135002900,48135001800,48135001600,48135001700,48135003000"
48135002000,3501,"48135001900,48135003100,48135003000,48135001100,48135002802,48135002200"
48135001100,6720,"48135003100,48135002000,48135001000,48135001300,48135002802"
48135000800,3528,"48135000700,48135000500,48135002501,48135000300,48135000600,48135003000,48135001000,48135001300,48135000100,48135002802,48135002700"
48135000500,4474,"48135000800,48135000700,48135002502,48135000300,48135000600,48135000400"
48135000300,1680,"48135000800,48135000500,48135002502,48135002501,48135000100"
48135000100,3084,"48135000800,48135002501,48135000300,48135003000"
48061011801,5783,"48061012001,48061012101,48061011802,48061011700,48061011000,48061011100,48061011200,48061011301,48061011302"
48061011301,1729,"48061010800,48061011801,48061011200,48061011302"
48061011200,1658,"48061010800,48061010900,48061011100,48061011801,48061011301"
48061011100,2918,"48061011000,48061010900,48061011801,48061011200"
48061011000,3304,"48061012001,48061010900,48061011100,48061011801,48061010402,48061010500"
48061010900,1651,"48061010700,48061010800,48061011000,48061011100,48061011200,48061010500"
48061010700,3268,"48061010602,48061010800,48061010900,48061010500,48061010601"
48061010602,1858,"48061010700,48061010203,48061010800,48061010601"
48061011903,2542,"48061012002,48061011902,48215022800"
48061012700,5621,"48061013207,48061014100,48061013203,48061012607,48061014200,48061012304,48061012305,48061990000"
48061011802,3922,"48061012002,48061012001,48061012101,48061011801"
48135002802,9020,"48135000800,48135002801,48135002000,48135001100,48135001000,48135002700,48135002200"
48135002700,9601,"48135000800,48135003000,48135002801,48135001000,48135002802,48135002200"
48135002200,3117,"48003950400,48135003000,48135002801,48135002000,48135002802,48475950100,48495950400,48103950100,48135002700"
48061011700,6837,"48061011400,48061011600,48061011500,48061012101,48061011801,48061011302"
48061011600,6829,"48061011500,48061012101,48061011700,48061012505"
48061011500,5728,"48061012200,48061011400,48061011600,48061011700,48061012505"
48061011400,6337,"48061010100,48061012200,48061011500,48061010800,48061011700,48061011302"
48061011302,3995,"48061011400,48061010800,48061011700,48061011801,48061011301"
48061010800,7269,"48061010100,48061011400,48061010700,48061010602,48061980001,48061010203,48061010900,48061011200,48061011301,48061011302"
48061010601,8795,"48061010700,48061010602,48061010203,48061010500"
48071990000,,"48167990000,48071710401,48245990000,48245011600"
48071710100,6502,"48291701100,48291701200,48291701000,48201253200,48201253100,48201252800,48071710200,48071710300"
48071710500,3887,"48167723900,48071710200,48071710600,48071710401,48071710300"
48071710300,2890,"48291701100,48291701200,48291701400,48071710500,48071710200,48071710401,48071710100"
48071710200,15543,"48201253200,48201253100,48201254700,48201254000,48201253900,48071710500,48071710600,48071710300,48071710100"
48071710600,,"48201343600,48201341600,48201341700,48201254700,48167723900,48071710500,48071710200,48167721800,48167721600,48167721700"
48071710401,6274,"48245011500,48291701400,48167990000,48071990000,48167723900,48071710500,48071710300,48245990000,48245011600"
48061010500,2529,"48061010700,48061010203,48061011000,48061010900,48061010402,48061010401,48061010601"
48061010402,6683,"48061012001,48061011000,48061010401,48061010500,48061010302"
48061010401,5286,"48061010203,48061010201,48061010402,48061010500,48061010301,48061010302"
48061010201,1989,"48061010100,48061010203,48489950700,48489950600,48061010401,48061010301"
48061011902,4501,"48061011903,48061012002,48061012001,48215023000,48215023102,48061010302,48061011901,48215022800"
48061011901,6150,"48061010302,48061011902"
48061014100,11923,"48061980100,48061013207,48061013305,48061013308,48061013309,48061013307,48061012700"
48061013303,3986,"48061013203,48061013102,48061014300,48061013106,48061013401,48061013205"
48061014002,2642,"48061013700,48061013801,48061014001,48061012800"
48213950601,3443,"48213950500,48213950602,48213950901,48213950800"
48213950903,2311,"48213950901,48213951100,48213950902,48213950800"
48213950902,2085,"48213950903,48213951100,48213951000,48001951100,48349970600,48161000100,48213950800"
48213950602,4652,"48213950500,48213950700,48213950601,48257051300,48213950901,48213950800"
48213950901,5252,"48213950500,48213950602,48213950601,48213950903,48213951100,48213950800"
48213951400,6906,"48213950200,48213950300,48213950100,48423001907,48001950100,48001951100,48073950200"
48213951100,4098,"48213950500,48213950901,48213950903,48213951000,48213950400,48001951100,48213950902"
48213951000,2013,"48213951100,48213950902"
48213950800,4769,"48213950700,48213950602,48213950601,48213950901,48213950903,48349970600,48213950902"
48213950700,4385,"48213950602,48257051300,48349970600,48213950800,48349970100,48139061700"
48213950500,2476,"48467951000,48213950602,48213950601,48257051300,48213950901,48213951100,48213950400"
48213950200,5249,"48467950900,48213950300,48213951400,48213950100"
48213950100,6644,"48467950900,48213950200,48423001604,48423001602,48213951400,48423001907"
48213951300,5865,"48213950300,48213950400,48213951200"
48213951200,6234,"48213950400,48213951300"
48213950400,4461,"48467951000,48213950500,48213950300,48213951100,48213951200,48213951300,48001951100"
48213950300,7689,"48467951000,48467950900,48213950200,48213951400,48001950100,48213950400,48213951300,48001951100"
48061014001,2519,"48061014002,48061013700,48061013801,48061013802,48061013307,48061012800"
48061013903,4671,"48061013305,48061013306,48061013901,48061013902,48061013307"
48061013902,4146,"48061013901,48061013402,48061013802,48061013903,48061013307"
48061013901,2791,"48061013305,48061013306,48061014300,48061013402,48061013902,48061013903"
48061013802,3266,"48061013402,48061013801,48061014001,48061013902,48061013307"
48061013801,2784,"48061013500,48061013402,48061013401,48061014002,48061013700,48061014001,48061013802"
48061013700,3923,"48061013600,48061013500,48061014002,48061013801,48061014001,48061012800"
48061013600,3311,"48061013500,48061013004,48061013700,48061012800,48061012900"
48061013500,2068,"48061013600,48061013401,48061013004,48061013700,48061013801,48061013002,48061012900"
48217961400,3915,"48309003500,48309004201,48217961100,48349971000,48349970400,48293970100"
48217960600,1338,48217960500
48217960500,5885,"48217960200,48035950600,48035950300,48035950400,48309004202,48217960700,48217960400,48217960600,48309004102"
48061013402,2230,"48061013901,48061014300,48061013401,48061013801,48061013802,48061013902"
48061013401,2476,"48061014300,48061013303,48061013106,48061013500,48061013402,48061013004,48061013801,48061013002"
48061013305,5273,"48061980100,48061014100,48061013306,48061013308,48061013309,48061013901,48061014300,48061013903"
48061013204,2553,"48061980100,48061013206,48061013203,48061014300,48061013205"
48061013205,3666,"48061980100,48061013204,48061013203,48061014300,48061013303"
48061013104,3972,"48061012608,48061014500,48061013102,48061013106,48061013002"
48061013102,3905,"48061013203,48061012607,48061012608,48061014500,48061013303,48061013106,48061013104"
48061013002,4185,"48061013003,48061014500,48061013106,48061013500,48061013401,48061013004,48061013104,48061012613,48061012504"
48217960400,1994,"48217960200,48035950300,48217960500"
48217960100,4080,"48217960200,48251130500,48217961100,48139061000,48217960700"
48217961100,3701,"48309004202,48309004201,48217961000,48217960100,48217961400,48139061000,48217960800,48217960700,48217960900,48349970400"
48217961000,1930,"48217961100,48217960800,48217960900"
48217960900,2298,"48217961000,48217961100,48217960800,48217960700"
48217960800,3473,"48217961000,48217961100,48217960900"
48217960700,2023,"48217960200,48309004202,48217960100,48217961100,48217960500,48217960900"
48217960200,4452,"48251130601,48035950300,48035950100,48251130500,48217960100,48217960700,48217960400,48217960500"
48375015400,2964,"48375012200,48375010700,48375011000,48375010600,48375014700,48375012000,48375011500,48375014800"
48375980000,,"48375014900,48375014401"
48375014401,7786,"48375014900,48375980000,48375014300,48375014100,48375014500,48065950200,48381021702,48011950100,48381020600,48381022002"
48375014300,5266,"48375014401,48375013300,48375013400,48375014100,48375011700,48375015100,48341950200,48359950100,48065950200,48381021704,48381021608,48117950600"
48375013900,3390,"48375015000,48375015100,48375012800,48375015200,48375014800"
48375015200,2825,"48375013400,48375015000,48375013900,48375015100,48375012800,48375014800,48375013000"
48375015100,3296,"48375014300,48375013400,48375015000,48375014100,48375013900,48375015200"
48061013004,2647,"48061013003,48061013600,48061013500,48061013401,48061013002,48061012900"
48061012900,4290,"48061013003,48061013600,48061013500,48061013004,48061012800,48061012504"
48061012612,6488,"48061014500,48061012609,48061012613,48061012504,48061014400"
48061013308,3530,"48061014100,48061013305,48061013306,48061013309,48061013307"
48061013203,2236,"48061013206,48061013207,48061013204,48061012607,48061013102,48061013303,48061013205,48061012700"
48061012609,7644,"48061014500,48061012613,48061012612,48061014400"
48061012504,15629,"48061013003,48061012800,48061012613,48061012612,48061013002,48061012900,48061012507,48061014400"
48375013200,1636,"48375013300,48375011700,48375015300,48375011900,48375011800"
48375012800,5053,"48375012200,48375015000,48375013900,48375015200,48375014800"
48375015300,5002,"48375013300,48375013400,48375013200,48375012000,48375011900,48375011800,48375013000"
48375015000,6964,"48375014900,48375012200,48375014100,48375012600,48375013900,48375015100,48375012800,48375015200"
48375012600,3255,"48375014900,48375012200,48375015000,48375014100"
48375014900,5901,"48375014401,48375980000,48375012200,48375015000,48375014100,48375014500,48375012600,48375011000"
48375012200,3946,"48375014900,48375015000,48375014500,48375012600,48375012800,48375011000,48375015400,48375014800"
48375012000,1745,"48375013400,48375015300,48375015400,48375011900,48375011500,48375014800,48375013000"
48375011900,3205,"48375011600,48375013200,48375015300,48375012000,48375011800,48375011500"
48061012506,3780,"48061012507,48061012401,48061014400,48061012200,48061012505,48061012508"
48061012508,2756,"48061012507,48061012506,48061012505"
48061012800,5380,"48061013600,48061014002,48061013700,48061014001,48061012900,48061012504,48061012507"
48061012613,5192,"48061014500,48061012609,48061012612,48061013002,48061012504"
48061012507,6063,"48061012800,48061012504,48061012506,48061014400,48061012508"
48061012301,4677,"48061010100,48061014200,48061012304,48061012305,48061012200"
48061012402,4888,"48061014200,48061012401,48061012200"
48249950700,3647,"48047950100,48131950500,48273020100,48249950200"
48249950100,8093,"48131950100,48297950400,48297950300,48409011300,48355005802,48249950200,48409011200"
48375011800,3739,"48375011700,48375011600,48375013200,48375015300,48375011900"
48375011600,4211,"48375010100,48375011700,48375010400,48375010300,48375010200,48375011900,48375011800,48375011500"
48375011500,4155,"48375011600,48375014700,48375010400,48375015400,48375012000,48375011900"
48375011000,2304,"48375014900,48375012200,48375014500,48375010700,48375010600,48375015400"
48375014500,6184,"48375014900,48375014401,48375012200,48375010700,48375011000,48381020600,48381022002"
48375014800,2502,"48375012200,48375013900,48375012800,48375015400,48375015200,48375012000,48375013000"
48375010700,3262,"48375014500,48375011000,48375010600,48375015400,48381020600,48381022002"
48375010600,2168,"48375010700,48375011000,48375014700,48375015400,48381020600,48381022002,48381020500"
48375014700,4934,"48375010600,48375010400,48375015400,48375011500,48381022002,48381020500,48381020400"
48375010400,3365,"48375011600,48375014700,48375010300,48375011500,48381020300,48381020500,48381020400"
48249950600,4080,"48249950500,48249950400,48249950300,48249950200"
48249950500,6213,"48249950400,48249950600,48249950200"
48249950400,3770,"48249950500,48249950600,48249950300,48249950200"
48249950300,7103,"48249950400,48249950600,48249950200"
48249950200,7932,"48249950700,48131950500,48131950100,48355005802,48355005900,48273020100,48249950500,48249950400,48249950600,48249950300,48249950100"
48375010300,1251,"48375011600,48375010400,48375010200,48381020300,48381020200,48381020400"
48375010200,1961,"48375010100,48375011700,48375011600,48375010300,48381020300,48381020200,48381020100"
48375010100,1949,"48375011700,48375011600,48375010200,48381020200,48381020100,48381021603"
48375014100,2684,"48375014900,48375014401,48375014300,48375015000,48375012600,48375015100"
48375013400,3007,"48375014300,48375013300,48375015100,48375015300,48375015200,48375012000,48375013000"
48375013300,4928,"48375014300,48375013400,48375011700,48375013200,48375015300"
48375013000,1695,"48375013400,48375015300,48375015200,48375012000,48375014800"
48375011700,4540,"48375014300,48375013300,48375010100,48375011600,48375010200,48375013200,48375011800,48381021608,48381020100,48381021603"
48119950200,2258,"48223950100,48119950100"
48119950100,2973,"48387950600,48159950100,48277000300,48277000200,48223950100,48223950200,48119950200,48147950500,48231960100,48231960500,48231960700"
48433950300,1490,"48269950100,48125950300,48263950100,48151950400,48253020300,48207950400,48275950100"
48085031624,3659,"48085031807,48085031625,48085031655,48085031627,48085031621,48085031626"
48085031630,4428,"48085031643,48085031633,48085031505,48085031631,48085031641,48085031642"
48085031623,2786,"48085031622,48085031807,48085031900,48085031802,48085031627,48085031626"
48085031625,4227,"48085031613,48085031655,48085031654,48085031612,48085031653,48085031627,48085031621,48085031624,48085031626"
48085031708,3819,"48113013617,48113013611,48085031706,48085031716,48085031714,48085031715,48085031718,48085031709"
48085031505,8096,"48085032013,48085031632,48085031506,48085031630,48085031631,48085031405,48085031640,48085031507,48085031508,48085031641,48085031642"
48085031504,7029,"48085031506,48085031410,48085031408,48085031406,48085031508"
48085031506,8587,"48085032013,48085031632,48085031505,48085031504,48085031410,48085031409,48085031507,48085031508"
48085032008,4226,"48085032012,48085032003,48085032013,48085031409,48085032010,48085031312,48085032004"
48085031805,5024,"48113019210,48113019038,48085031806,48085031804,48085031900,48085031802,48085032009,48113019036"
48187210803,3830,"48493000103,48187210801,48187210804,48493000102,48187210901,48493000500,48029131801"
48187210506,2744,"48187210508,48055960600,48187210505,48055960500,48187210504,48187210901"
48187210508,2662,"48187210507,48091310502,48091310902,48209010400,48187210505,48187210506,48187210504"
48187210507,4920,"48091310502,48187210508,48091310902,48091310404,48187210606,48187210608,48187210607,48187210504"
48187210804,4029,"48187210606,48187210504,48187210604,48187210603,48187210803,48187210801,48187210714,48029131601,48029131801"
48187210705,2997,"48187210708,48187210714,48187210706,48187210710,48029131601"
48187210901,5413,"48055960700,48055960600,48187210506,48187210504,48187210803,48187210801,48493000102,48177000500,48177000200,48177000100,48187210902,48493000500"
48187210200,4528,"48187210504,48187210300,48187210100,48187210801"
48187210801,5052,"48187210200,48187210504,48187210300,48187210400,48187210803,48187210804,48187210901,48187210902"
48187210706,4688,"48187210707,48029121701,48187210710,48187210705,48029131601"
48187210300,6221,"48187210200,48187210100,48187210400,48187210801"
48187210100,4463,"48187210200,48187210504,48187210300,48187210400,48187210902"
48187210603,1980,"48187210606,48187210608,48187210604,48187210804"
48187210400,3843,"48187210300,48187210100,48187210801,48187210902"
48187210902,3595,"48187210504,48187210100,48187210400,48187210801,48187210901"
48187210606,3179,"48187210507,48187210608,48187210504,48187210604,48187210603,48187210804"
48187210504,5708,"48187210507,48187210508,48187210506,48187210200,48187210606,48187210100,48187210801,48187210804,48187210901,48187210902"
48187210604,7557,"48187210606,48187210608,48187210607,48187210713,48187210603,48187210804,48187210714,48091310403,48091310802"
48085032012,4164,"48085032003,48085032013,48085031900,48085032008,48085032004"
48085030520,4454,"48085030403,48085030519,48085030521,48085030518"
48085030521,3190,"48085030519,48085030520,48085030522,48085030518"
48085030524,2256,"48085030519,48085030303,48085030522,48085030301,48085030526,48085030302,48085030523,48085030525"
48085030519,1466,"48121020104,48121020109,48121021526,48085030408,48085030403,48085030304,48085030520,48085030303,48085030521,48085030522,48085030524,48085030302"
48085031621,5760,"48085031804,48085031807,48085031625,48085031655,48085031648,48085031649,48085031715,48085031709,48085031624"
48085031704,3825,"48113013722,48113013727,48113013611,48113013616,48085031711,48085031713,48085031706,48121021635,48121021636"
48085031647,3038,"48121021627,48085031648,48085031646,48085031645,48085031649,48121021632"
48085031653,7199,"48085031658,48085031636,48085031652,48085031625,48085031654,48085031612,48085031648,48085031646"
48085031649,4466,"48085031655,48085031647,48085031648,48085031712,48085031714,48085031715,48121021632,48085031709,48085031621"
48085031643,4207,"48085031628,48085031613,48085031634,48085031633,48085031630,48085031637,48085031642,48085031636,48085031612"
48085031632,5346,"48085031635,48085032013,48085031506,48085031505,48085031631"
48085030530,6025,"48085030527,48085030528,48085030531,48085030516,48085030515"
48085030515,6343,"48085030528,48085030530,48085030531,48085030514,48085030516,48085030513"
48085030404,5554,"48085030406,48085030408,48085030403,48085030518,48085030405,48085030510,48085030511"
48085030301,2874,"48085030605,48085030527,48085030524,48085030526,48085030302,48085030305"
48085030527,3747,"48085030605,48085030301,48085030526,48085030528,48085030530,48085030531,48085030603"
48085031622,5405,"48085031623,48085031611,48085032013,48085031629,48085031613,48085031900,48085031627,48085031626"
48085030900,8862,"48085030201,48085031001,48085030702,48085030701,48085031407,48085031406,48085030801,48085030802"
48085030601,8448,"48085030528,48085031405,48085030514,48085031406,48085030801,48085030802,48085030603"
48085031100,9200,"48085030100,48231960300,48085031001,48231961400,48085031201,48085031004"
48085030100,6018,"48147950701,48181001802,48147950702,48085030201,48085030203,48231960300,48085031100,48085031004"
48085030528,7405,"48085030527,48085030530,48085030514,48085030515,48085030601,48085030603"
48085031806,1634,"48085031805,48085031804,48085031807,48085031802"
48085031719,1733,"48085031804,48085031720,48085031718,48085031709"
48085031720,4072,"48113019205,48113013618,48085031804,48085031718,48085031719"
48085031718,2477,"48113013617,48113013618,48085031708,48085031720,48085031719,48085031709"
48085031715,2544,"48085031706,48085031716,48085031708,48085031649,48085031714,48085031717,48085031709,48085031621"
48085031716,2048,"48085031708,48085031715,48085031717,48085031709"
48085031713,3972,"48085031711,48085031704,48085031706,48085031712,48085031714"
48085031714,5028,"48085031711,48085031713,48085031706,48085031708,48085031712,48085031649,48085031715"
48085031712,4967,"48085031711,48085031713,48085031649,48085031714,48121021632,48121021635"
48085031663,3326,"48085031659,48085031660,48085031638,48085031637,48085031664,48085031662"
48085031664,3982,"48085031659,48085031637,48085031636,48085031652,48085031663"
48085031807,4718,"48085031623,48085031806,48085031804,48085031802,48085031709,48085031621,48085031624,48085031626"
48085031655,4672,"48085031625,48085031654,48085031648,48085031649,48085031621,48085031624"
48085031654,3771,"48085031625,48085031655,48085031612,48085031653,48085031648,48085031646"
48085031409,9572,"48085032013,48085031506,48085031410,48085032008,48085031411,48085031312"
48085032013,5721,"48085031622,48085031611,48085031635,48085032012,48085031632,48085031506,48085031505,48085031900,48085032008,48085031409"
48085031405,16818,"48085031505,48085030514,48085031640,48085030513,48085031507,48085031406,48085031508,48085030601,48085030801,48085031641"
48085031508,5626,"48085031506,48085031505,48085031504,48085031405,48085031507,48085031406"
48085031410,8491,"48085031506,48085031504,48085031409,48085031411,48085031408,48085031406"
48085032011,5971,"48085031900,48085032010,48085032009,48085031316,48113019042"
48085031317,7724,"48113019043,48113018122,48085031316,48085031313,48085031315,48085031309,48085031311"
48085031315,16724,"48085031308,48085031313,48085031317,48085031309,48085031314"
48085031309,9371,"48085031308,48085031310,48085031315,48085031317,48085031311"
48085031308,6358,"48085031310,48085031001,48085031202,48085031201,48085031315,48085031309,48085031314"
48085031310,9036,"48397040102,48113018122,48085031308,48085031202,48085031201,48085031309,48085031311"
48085031202,4010,"48397040402,48397040102,48397040200,48085031308,48085031310,48231961400,48085031201"
48085030514,6651,"48085030528,48085031405,48085030515,48085030513,48085030601"
48365950500,2431,"48365950600,48365950300,48365950200,48401950600,48401951200,48419950200"
48365950600,2266,"48365950500,48365950100,48365950400,48365950300,48419950200,48419950100"
48365950100,4740,"48365950600,48365950300,48365950200,48203020103,48203020102"
48365950400,6847,"48365950600,48365950300"
48365950300,4304,"48365950500,48365950100,48365950600,48365950400,48365950200"
48365950200,3208,"48365950500,48365950100,48365950300,48203020103,48401950100,48203020604,48401950600"
48085031408,3157,"48085031504,48085031410,48085031411,48085031313,48085031407,48085031406"
48085031314,2291,"48085031308,48085031001,48085031313,48085031315,48085031407"
48085030512,4353,"48085031640,48085030513,48085030511,48085031639"
48085031661,2789,"48085030505,48085030507,48085031657,48085031660,48085030506,48085030511,48085031638,48085031639,48085031662"
48085030505,2824,"48085030504,48085030406,48085030407,48085030405,48085031661,48085031656,48085031657,48085030506"
48085031656,2535,"48085030504,48085030505,48085031657,48085031658,48121021626,48121021627,48085031646,48085031645"
48085031658,3868,"48085031656,48085031657,48085031659,48085031652,48085031653,48085031646"
48085031660,3588,"48085031661,48085031657,48085031659,48085031663,48085031662"
48085031657,1268,"48085030505,48085031661,48085031656,48085031658,48085031659,48085031660,48085030506,48085031652"
48085031711,3066,"48085031704,48085031713,48085031706,48085031712,48085031714,48121021635,48121021636"
48085030509,2395,"48085030405,48085030507,48085030508,48085030510,48085030506"
48085030507,1800,"48085030509,48085031661,48085030508,48085030506,48085030511,48085031639"
48085030508,6130,"48085030509,48085030405,48085030507,48085030510,48085030506,48085030511"
48085030510,2815,"48085030509,48085030405,48085030404,48085030508,48085030511"
48085032010,4727,"48085031900,48085032008,48085032011,48085031312,48085032004,48085031316"
48085031316,6399,"48113019043,48085032010,48085032011,48085031312,48085031313,48085031317,48113019042"
48085031313,12210,"48085031411,48085031312,48085031316,48085031408,48085031315,48085031317,48085031314,48085031407"
48085031411,4886,"48085031410,48085031409,48085031312,48085031408,48085031313"
48085031312,6234,"48085032008,48085031409,48085032010,48085031411,48085031316,48085031313"
48085030522,4183,"48085030519,48085030521,48085030524,48085030523,48085030518"
48085030511,4733,"48085030512,48085030517,48085030513,48085030518,48085030405,48085030404,48085031661,48085030507,48085030508,48085030510,48085031639"
48085030523,7875,"48085030522,48085030524,48085030526,48085030529,48085030525,48085030517,48085030518"
48085030516,5179,"48085030530,48085030531,48085030515,48085030517,48085030513"
48085030526,7247,"48085030527,48085030524,48085030301,48085030302,48085030531,48085030523,48085030525"
48085030525,6196,"48085030524,48085030526,48085030531,48085030523,48085030529"
48085030529,3240,"48085030531,48085030523,48085030525,48085030517,48085030518"
48085030531,5663,"48085030527,48085030526,48085030530,48085030529,48085030525,48085030516,48085030515,48085030517"
48085030517,5879,"48085030531,48085030523,48085030529,48085030516,48085030513,48085030518,48085030511"
48085030605,6293,"48085030701,48085030527,48085030301,48085030305,48085030604,48085030603"
48085030701,3371,"48085030201,48085030702,48085030605,48085030202,48085030604,48085030900,48085030603"
48085030603,6996,"48085030702,48085030701,48085030605,48085030527,48085030528,48085030601,48085030801,48085030802"
48085030802,5635,"48085030702,48085030900,48085030601,48085030801,48085030603"
48085030702,4867,"48085030701,48085030900,48085030802,48085030603"
48085030801,3923,"48085031405,48085031406,48085030900,48085030601,48085030802,48085030603"
48085031406,16124,"48085031504,48085031410,48085031408,48085031405,48085031407,48085031508,48085030900,48085030601,48085030801"
48085031407,6871,"48085031001,48085031408,48085031313,48085031314,48085031406,48085030900"
48085030304,2468,"48121020104,48121020109,48085030519,48085030303,48085030305"
48085030303,4642,"48085030519,48085030304,48085030524,48085030302,48085030305"
48085030302,2028,"48085030519,48085030303,48085030524,48085030301,48085030526,48085030305"
48085030305,8391,"48181001900,48121020104,48085030304,48085030303,48085030605,48085030301,48085030302,48085030202,48085030604"
48085030202,2250,"48181001900,48181001803,48085030201,48085030203,48085030701,48085030305,48085030604"
48085030604,3009,"48085030201,48085030701,48085030605,48085030305,48085030202"
48085031201,4787,"48085031308,48085031310,48085031001,48231961400,48085031100,48085031202"
48085030203,13856,"48181001802,48181001803,48085030201,48085030100,48085030202"
48085031004,5340,"48085030201,48085031003,48085030100,48085031001,48085031100"
48085032009,6637,"48085031805,48085031900,48085032011,48113019042,48113019031,48113019036"
48085031709,4504,"48085031804,48085031807,48085031716,48085031708,48085031649,48085031715,48085031717,48085031718,48085031719,48085031621"
48085031706,2294,"48113013611,48085031711,48085031704,48085031713,48085031708,48085031714,48085031715"
48085031652,7269,"48085031657,48085031658,48085031659,48085031637,48085031636,48085031664,48085031612,48085031653,48085031646"
48085031645,2162,"48085031656,48085031647,48121021627,48085031648,48085031646"
48085031648,6880,"48085031655,48085031654,48085031653,48085031647,48085031646,48085031645,48085031649,48085031621"
48085031640,7693,"48085031505,48085031405,48085030512,48085030513,48085031638,48085031639,48085031641"
48085031641,6306,"48085031630,48085031505,48085031405,48085031640,48085031638,48085031639,48085031637,48085031642"
48085031639,6053,"48085030512,48085031640,48085031661,48085030507,48085030511,48085031638,48085031641,48085031662"
48085031638,7000,"48085031640,48085031661,48085031639,48085031641,48085031637,48085031642,48085031663,48085031662"
48085030403,5389,"48085030408,48085030519,48085030520,48085030518,48085030404"
48085030408,5961,"48121020109,48121021526,48085030406,48085030403,48085030407,48085030519,48085030518,48085030405,48085030404,48121021900"
48085031637,6952,"48085031643,48085031638,48085031641,48085031642,48085031636,48085031652,48085031663,48085031664,48085031662"
48085031633,3705,"48085031635,48085031643,48085031634,48085031630,48085031631,48085031642"
48085031001,6635,"48085030201,48085031003,48085031308,48085031100,48085031201,48085031004,48085031314,48085031407,48085030900"
48085031804,4222,"48113019210,48113019206,48113019205,48085031805,48085031806,48085031807,48085031802,48085031720,48085031719,48085031709,48085031621"
48085032004,7381,"48085032012,48085032003,48085031900,48085032008,48085032010"
48085032003,5735,"48085032012,48085031900,48085032008,48085032004"
48085031900,4397,"48085031623,48085031622,48085031611,48085032012,48085032003,48085032013,48085031805,48085031802,48085032010,48085032011,48085032009,48085032004"
48187210708,6396,"48187210712,48187210714,48187210710,48187210705"
48187210711,3235,"48187210713,48187210712,48091310802,48091310801,48187210709"
48187210505,4949,"48187210508,48209010400,48187210506,48055960500"
48187210709,4516,"48187210711,48187210712,48091310802,48091310801,48187210707,48187210710"
48085030513,3670,"48085031405,48085030512,48085030514,48085030516,48085030515,48085030517,48085031640,48085030518,48085030511"
48085030518,1690,"48085030408,48085030403,48085030520,48085030521,48085030522,48085030523,48085030529,48085030517,48085030513,48085030404,48085030511"
48085031659,1858,"48085031657,48085031658,48085031660,48085031652,48085031663,48085031664"
48085030201,2847,"48085030203,48085031003,48085030100,48085031001,48085031004,48085030701,48085030202,48085030604,48085030900"
48085031003,4280,"48085030201,48085031001,48085031004"
48085031507,4391,"48085031506,48085031505,48085031405,48085031508"
48085031311,9406,"48113018122,48085031310,48085031317,48085031309"
48085031717,2067,"48085031716,48085031715,48085031709"
48085031802,6124,"48085031623,48085031805,48085031806,48085031804,48085031807,48085031900,48085031626"
48085031646,5598,"48085031656,48085031658,48085031652,48085031654,48085031653,48085031647,48085031648,48085031645"
48085031642,4633,"48085031643,48085031633,48085031630,48085031505,48085031638,48085031641,48085031637,48085031636"
48085031634,2973,"48085031635,48085031628,48085031613,48085031643,48085031633"
48085031636,6284,"48085031613,48085031643,48085031637,48085031642,48085031652,48085031664,48085031612,48085031653"
48085031635,4007,"48085031611,48085032013,48085031628,48085031634,48085031633,48085031632,48085031631"
48187210707,4254,"48091310801,48029121909,48029121701,48187210709,48187210706,48187210710,48029121702"
48187210710,3509,"48187210712,48187210708,48187210707,48187210709,48187210706,48187210705"
48187210712,4496,"48187210711,48187210713,48187210708,48187210714,48187210709,48187210710"
48187210713,4462,"48187210711,48187210604,48187210712,48187210714,48091310802"
