GEOID10,DP0010001,NEIGHBORS
48029180503,4416,"48029180400,48029171302,48029180504,48029181602,48029180501,48029181601"
48029170900,4324,"48029171200,48029171000,48029160600,48029170800,48029170300,48029170402"
48029131507,6136,"48029131506,48029131615,48029131505,48029131503"
48029181730,3987,"48029181715,48029171912,48029181731,48029181712,48029171925"
48029181722,4540,"48029181715,48029181716,48029181723,48029181718,48029181731,48029181711,48029181703"
48029161801,4028,"48029161802,48029980003,48029161600,48029171903,48029171802,48029161503"
48029181725,5411,"48029181713,48029181704,48029181705,48029171923,48029181602,48029181601,48029181727,48029171700,48029171902"
48029171923,7442,"48029171924,48029181725,48029181727,48029171925,48029171902"
48029171921,6024,"48029171916,48029161902,48029172002,48029161802,48029171919,48029171920,48029171922"
48029191413,6032,"48029191411,48029191702,48029191405,48029191412,48029191406"
48029121122,5390,"48029121120,48029121119,48029121121,48029121112,48029121110"
48029191303,1561,"48029192300,48029191701,48029121119,48029121108,48029980004"
48029121120,5103,"48029121119,48029121121,48029121000,48029980004,48029121122,48029121112"
48029980004,,"48029191304,48029191201,48029192300,48029191303,48029121120,48029121119,48029121108,48029120701,48029121000"
48029131504,4113,"48029131506,48029130900,48029121404,48029131503"
48029131503,3146,"48029131506,48029121402,48029131507,48029131615,48029121404,48029131504"
48029180901,5181,"48029180201,48029180902,48029180800,48029181001"
48029180202,5359,"48029180300,48029180102,48029180201,48029180602,48029180800"
48029120501,8151,"48029121403,48029130800,48029130900,48029121404,48029120100,48029120400,48029120600,48029120502,48029120902"
48029171100,3720,"48029171200,48029171000,48029160701,48029171501,48029171502"
48029170300,6299,"48029160600,48029170900,48029170800,48029160501,48029170402,48029170200,48029170102,48029160100"
48029160600,4899,"48029171000,48029170900,48029160501,48029170300,48029160701,48029160702,48029160502"
48029160300,5228,"48029160400,48029160502,48029150400,48029160200,48029160100,48029150501"
48029180300,4462,"48029180400,48029180202,48029180102,48029180101,48029170600,48029180602,48029180604"
48029172003,6176,"48029172007,48029171916,48029172002,48029171918,48029171917"
48029171915,2284,"48029171914,48029171916,48029171920,48029171922,48029171913"
48029191005,2272,"48029190700,48029190604,48029190603,48029191006,48029191004,48029190901"
48029190603,2946,"48029190700,48029190400,48029190604,48029190504,48029190503,48029191006,48029191005"
48029160501,4117,"48029160600,48029170300,48029160502,48029160100"
48029121905,5776,"48029121910,48029121907,48029191817,48029191808,48029121904,48029121903"
48029121903,4765,"48029121910,48029121118,48029121906,48029121904,48029121905,48029121810"
48029121808,3436,"48029121812,48029121809,48029121811,48029121813,48029121810,48029121111,48029121110"
48029121121,3001,"48029121120,48029121119,48029121118,48029121115,48029121122,48029121110"
48029130402,3972,"48029130800,48029130500,48029131100,48029130401,48029140600,48029141200,48029140500"
48029191806,8005,"48029980001,48029191807,48029191702,48029191815,48029191816,48029191412,48029191406"
48029191816,2761,"48029191702,48029191817,48029191806,48029191815,48029191406"
48029191817,9732,"48029121907,48029191702,48029121118,48029191812,48029191808,48029121906,48029121904,48029121905,48029191815,48029191816,48029191813"
48029191813,6742,"48029191812,48029191817,48029191809,48029191815,48029191811"
48029191815,5292,"48029980001,48029191817,48029191806,48029191816,48029191813,48029191811"
48029171200,4384,"48029171100,48029171000,48029170700,48029170900,48029170800,48029171301,48029171402,48029171502"
48029180400,4296,"48029180300,48029170600,48029171302,48029180604,48029180503,48029180501"
48029180902,7968,"48029180201,48029190601,48029191102,48029191006,48029191003,48029181001,48029180901"
48029121204,7747,"48029121203,48029120901,48029121000,48029121112,48029120902,48029121205"
48029121206,7267,"48029121203,48029121804,48029121809,48029121111,48029121205"
48029120502,5155,"48029121203,48029121300,48029121403,48029120501,48029121404,48029120902"
48029121804,6353,"48029121803,48029121802,48029121812,48029121203,48029121206,48029121809,48029121111"
48029130500,4146,"48029130800,48029130200,48029130402,48029130401,48029130600,48029191900"
48029130300,3303,"48029110300,48029130200,48029140100,48029130401,48029140400,48029140500"
48029130200,1755,"48029110300,48029130500,48029140100,48029130300,48029130401,48029191900"
48291700800,8892,"48291700900,48291700700,48291700400,48291701100,48291701200,48291701000"
48291701100,6954,"48291701200,48291701000,48291700800,48071710300,48071710100"
48291700900,6059,"48291700400,48201251600,48291700300,48201251700,48291701000,48291700800"
48291700200,3042,"48407200101,48291700400,48291700500,48291700100,48291700300"
48291701400,7112,"48245011500,48291701200,48291701300,48071710401,48071710300"
48291701200,6089,"48291700700,48291701100,48291701400,48291701300,48291700800,48071710300,48071710100"
48291700100,4147,"48407200101,48291700200,48291700300,48407200102,48339692801,48339692900"
48291700400,6334,"48291700900,48291700700,48291700600,48291700500,48291700200,48291700300,48291700800"
48029121119,5362,"48029191303,48029121120,48029121108,48029121121,48029121118,48029121115,48029980004,48029121122"
48029181403,5635,"48029181402,48029181303,48029181404"
48029181813,6011,"48029181819,48029181815,48029181814,48029191503,48029191505,48029181301,48029181303,48029181302"
48029160901,3164,"48029161000,48029160400,48029160902,48029150502,48029150501,48029151100,48029980002,48029151200"
48029161303,4503,"48029161304,48029161504,48029161302"
48029191412,2313,"48029191807,48029191806,48029191405,48029191413,48029191406"
48029191811,4339,"48029191804,48029980001,48029191812,48029191809,48029191815,48029191813"
48029191201,3143,"48029191304,48029191202,48029191410,48029192300,48029980004,48029191408"
48029190503,3459,"48029190200,48029190400,48029190604,48029190504,48029190100,48029190603"
48029190504,2881,"48029190501,48029190601,48029190604,48029190100,48029190503,48029190603,48029170500"
48029131609,8136,"48029131610,48029131608,48029131613,48029131606,48029121506,48029121505,48029131611,48029121402"
48029131615,7800,"48029131613,48029131802,48029131611,48029131614,48029131612,48029131506,48029121402,48029131507,48029131505,48029121404,48029131503"
48029131613,5262,"48029131610,48029131609,48029131606,48029131611,48029131614,48029131612,48029131615"
48029980005,25,"48029182106,48029181729,48029182105"
48029182106,5286,"48029181726,48029181724,48029181729,48029181728,48029980005,48029182105,48029182103,48029182002"
48029182105,2200,"48029182106,48029172004,48029181729,48029980005,48325000102,48029172006,48029182103"
48029181729,3443,"48029181726,48029182106,48029172004,48029172005,48029181728,48029980005,48029182105"
48029110800,1965,"48029110700,48029110100,48029110900,48029190200,48029190100"
48029110900,549,"48029110100,48029111000,48029191900,48029110800,48029190200,48029192000"
48029110300,2542,"48029130200,48029192100,48029140100,48029130300,48029110100,48029191900"
48029110700,1398,"48029110600,48029110100,48029110800,48029190100,48029170101,48029170500"
48029130600,4595,"48029130800,48029130500,48029130700,48029191900"
48029130700,1728,"48029130800,48029111000,48029130600,48029191900,48029120100"
48029130800,4848,"48029120501,48029130900,48029130500,48029131100,48029131000,48029130402,48029130700,48029130600,48029120100"
48029131100,2438,"48029130800,48029131000,48029131200,48029130402,48029141200,48029141300"
48029130900,4689,"48029131506,48029130800,48029120501,48029121404,48029131504,48029131402,48029131000"
48029131000,5066,"48029131506,48029130800,48029130900,48029131402,48029131100,48029131200,48029131300"
48029131200,3361,"48029131100,48029131000,48029141300,48029131300"
48029140100,1645,"48029110300,48029130200,48029192100,48029130300,48029140200,48029140400"
48291700300,9514,"48291700900,48291700400,48201251600,48291700100,48291700200,48201251700,48339692802,48339692801"
48291700500,2423,"48407200101,48291700700,48291700400,48291700600,48291700200"
48291701300,3492,"48199030200,48245011500,48291700700,48199030100,48291700600,48291701200,48291701400"
48291700600,2862,"48373210102,48373210101,48407200101,48291700700,48291700400,48199030100,48291700500,48291701300"
48291701000,6216,"48291700900,48291701100,48201251700,48291700800,48201252800,48201252700,48201251800,48071710100"
48291700700,2507,"48291700400,48291700600,48291700500,48291701200,48291701300,48291700800"
48029191701,1558,"48029191702,48029192300,48029191303,48029121108,48029121116,48029121117"
48029191410,5491,"48029191201,48029191202,48029191411,48029192300,48029191405,48029191408"
48029191202,5345,"48029191304,48029191201,48029191410,48029191101,48029191102,48029191409,48029190901,48029191408"
48029181902,5999,"48029182103,48029182003,48029181901,48029182002,48029182102,48029191807"
48029181901,3452,"48029182003,48029181902,48029181820,48029181823,48029181814,48029191807"
48029181823,2495,"48029182003,48029181901,48029181820,48029182001,48029181824"
48029182001,4818,"48029181724,48029181721,48029182003,48029182002,48029181825,48029181824,48029181823"
48029120100,7129,"48029130800,48029120501,48029130700,48029111000,48029120400,48029192000,48029120600"
48029110600,7553,"48029192100,48029110500,48029110700,48029110100,48029170200,48029170102,48029170101"
48029111000,2125,"48029130700,48029110900,48029191900,48029120100,48029192000"
48029110500,2238,"48029192100,48029110600,48029110100,48029170200,48029150100,48029160100"
48029120300,7031,"48029190902,48029120400,48029192000,48029120600,48029120702,48029120800"
48029120600,5970,"48029120501,48029120300,48029120100,48029120400,48029120800,48029120902"
48189950400,4792,"48189950600,48189950500,48189950300,48189950200"
48189950600,4828,"48437950400,48189950800,48189950700,48189950100,48189950500,48279950100,48069950300,48153950500,48153950600,48189950300,48189950400,48189950200"
48189950500,3270,"48189950600,48189950100,48189950400,48189950200"
48189950300,6685,"48189950600,48189950400,48189950200"
48189950200,4415,"48189950600,48189950100,48189950500,48189950300,48189950400"
48189950100,5108,"48189950600,48189950500,48189950200"
48189950800,1430,"48189950900,48189950700,48189950600,48153950600,48107950300,48303010101"
48189950700,3063,"48189950900,48189950800,48189950600,48279950500,48279950100"
48189950900,2682,"48189950800,48189950700,48279950600,48279950500,48219950100,48303010301,48303010101,48303010200"
48029181824,5060,"48029181809,48029181820,48029181819,48029181826,48029181825,48029182001,48029181823"
48029181826,6043,"48029181809,48029181825,48029181824,48029181821,48029181811"
48029181825,3042,"48029181724,48029181721,48029181826,48029182001,48029181824,48029181811,48029181703,48029181720"
48029181720,4420,"48029181718,48029181721,48029181825,48029181811,48029181703"
48029181721,3508,"48029181726,48029181724,48029181718,48029181825,48029182001,48029181720"
48029181726,9610,"48029181724,48029182106,48029181729,48029181728,48029181716,48029181723,48029181718,48029181721"
48029120701,5326,"48029191304,48029190902,48029120702,48029120901,48029121000,48029980004,48029120800"
48029120901,2077,"48029120701,48029121000,48029120800,48029121204,48029120902"
48029120702,4477,"48029190902,48029120300,48029120701,48029120800"
48029120902,6123,"48029121203,48029120501,48029120600,48029120901,48029120800,48029121204,48029120502"
48029121000,7095,"48029121120,48029120701,48029120901,48029980004,48029120800,48029121112,48029121204,48029121205"
48029121108,7109,"48029192300,48029191701,48029191303,48029121119,48029121116,48029121115,48029980004"
48029121116,4839,"48029191702,48029191701,48029121108,48029121117,48029121118,48029121115"
48029181723,4591,"48029181726,48029181716,48029181722,48029181718"
48029181724,4267,"48029181726,48029182106,48029181718,48029181721,48029182002,48029181825,48029182001"
48029182002,8670,"48029181724,48029182106,48029182103,48029182003,48029181902,48029182001"
48029181817,3025,"48029181822,48029181818,48029181506,48029181505,48029181704,48029181503"
48029181821,3525,"48029181809,48029181816,48029181826,48029181822,48029181818,48029181808,48029181811"
48029181818,4701,"48029181822,48029181404,48029181821,48029181808,48029181817,48029181503"
48029181822,4917,"48029181818,48029181821,48029181811,48029181817,48029181704"
48029181819,5180,"48029181809,48029181816,48029181820,48029181824,48029181815,48029181814,48029181813"
48029121117,4448,"48029191702,48029191701,48029121116,48029121118,48029121115"
48029121118,5620,"48029121910,48029191702,48029121119,48029121121,48029121116,48029121117,48029121115,48029191817,48029121906,48029121903,48029121810,48029121110"
48029121115,5141,"48029121119,48029121108,48029121121,48029121116,48029121117,48029121118"
48029121203,3996,"48029121803,48029121504,48029121501,48029121206,48029121804,48029121300,48029121204,48029120502,48029120902,48029121205"
48029121205,3496,"48029121203,48029121206,48029121000,48029121112,48029121111,48029121204"
48029140500,4042,"48029130402,48029130300,48029130401,48029140600,48029140400,48029140700"
48029140900,1948,"48029141200,48029140700,48029141000,48029140800"
48029140700,4734,"48029140300,48029140200,48029140600,48029141200,48029140400,48029140500,48029140900,48029140800"
48029141000,3557,"48029141101,48029141102,48029141200,48029140900,48029140800"
48029140600,2632,"48029130402,48029141200,48029140500,48029140700"
48029141300,5591,"48029141404,48029131401,48029131100,48029131200,48029141700,48029141200,48029141402,48029131300"
48029141200,6885,"48029141404,48029131100,48029141102,48029130402,48029140600,48029141300,48029140700,48029140900,48029141000"
48029141600,4410,"48029192200,48029141700,48029141402"
48029160200,2676,"48029150100,48029150300,48029160300,48029150400,48029160100"
48029160702,5314,"48029160600,48029980100,48029160701,48029160400,48029160502"
48029170402,5197,"48029170700,48029170900,48029170800,48029170300,48029170401,48029170200,48029170102"
48029181816,4237,"48029181809,48029181819,48029181815,48029181821,48029181808"
48029191807,3952,"48029181901,48029181902,48029182101,48029980001,48029182102,48029181820,48029181814,48029191503,48029191504,48029191806,48029191405,48029191412"
48029181814,3409,"48029181901,48029181820,48029181819,48029181815,48029181813,48029191503,48029191807"
48029181820,7202,"48029182003,48029181901,48029181809,48029181819,48029181824,48029181823,48029181814,48029191807"
48029191504,2412,"48029191503,48029191505,48029191807,48029191405,48029191506"
48029191503,5216,"48029181814,48029181813,48029191504,48029191505,48029191807,48029181301"
48029191505,2079,"48029181813,48029191503,48029191504,48029181301,48029191506,48029181200"
48029181815,2973,"48029181816,48029181819,48029181814,48029181813,48029181303,48029181302,48029181404,48029181808"
48029980003,1802,"48029161802,48029161801,48029171919,48029171920,48029171903"
48029980100,301,"48029160701,48029161501,48029161400,48029161600,48029161304,48029160702,48029160400,48029160902"
48029161200,2894,"48029161802,48029152100,48029162001,48029152000,48029161901,48029161100,48029161503,48029161302,48029151200"
48029170101,3839,"48029110600,48029110700,48029190100,48029170401,48029170102,48029170500"
48029150600,4371,"48029150300,48029150400,48029151000,48029150502,48029150700,48029150501,48029150900,48029151100"
48029151400,4507,"48029151600,48029151000,48029150900,48029151100,48029151301,48029151700,48029151500"
48029131300,5559,"48029131401,48029131402,48029131000,48029131200,48029141700,48029141300"
48029121110,4895,"48029121808,48029121121,48029121118,48029121122,48029121112,48029121810,48029121111"
48029151200,9620,"48029152000,48029161100,48029161200,48029161000,48029160901,48029151100,48029151302,48029151301"
48029170401,4634,"48029170700,48029170600,48029170402,48029170102,48029170101,48029170500"
48029170200,5382,"48029110500,48029110600,48029170300,48029170402,48029170102,48029160100"
48029181301,4191,"48029181813,48029191503,48029191505,48029181302,48029181100,48029181200"
48029190601,3768,"48029180102,48029180201,48029190501,48029190604,48029190504,48029180902,48029191006"
48029190501,2878,"48029180102,48029180101,48029190601,48029190604,48029190504,48029190100,48029170500"
48029190800,2237,"48029190902,48029190700,48029192000,48029190400"
48029190901,5322,"48029191304,48029191202,48029190902,48029190700,48029191101,48029191102,48029191004,48029191005"
48029190902,3783,"48029191304,48029190700,48029120300,48029190800,48029192000,48029120702,48029120701,48029190901"
48029191102,2488,"48029191202,48029191101,48029180902,48029191003,48029191004,48029190901,48029181001"
48029181404,4550,"48029181504,48029181402,48029181403,48029181815,48029181303,48029181818,48029181808,48029181503"
48029191006,6674,"48029180201,48029190601,48029190604,48029190603,48029180902,48029191003,48029191004,48029191005"
48029180603,1946,"48029180702,48029180604,48029181506,48029181601"
48029180604,5892,"48029180702,48029180701,48029180400,48029180300,48029180602,48029180800,48029181005,48029180603,48029180501,48029181601"
48029180102,1875,"48029180300,48029180202,48029180201,48029180101,48029190501,48029190601"
48029181728,10170,"48029181726,48029182106,48029181729,48029172005,48029181716,48029171912"
48029181731,7203,"48029181715,48029181722,48029181730,48029181712,48029181711"
48029180201,5040,"48029180202,48029180102,48029190601,48029180902,48029191006,48029180800,48029180901"
48029121501,7831,"48029121604,48029121803,48029121606,48029121802,48029121506,48029121505,48029121504,48029121605,48029121203"
48029191101,1628,"48029191202,48029191102,48029191409,48029190901,48029191506,48029181200,48029181001"
48029161000,3898,"48029161100,48029161304,48029160901,48029160902,48029151100,48029151200"
48029150502,3940,"48029151000,48029160901,48029150600,48029150501,48029151100"
48029151000,3365,"48029150502,48029150600,48029150700,48029150900,48029151100,48029151301,48029151400,48029151500"
48029170800,1568,"48029171200,48029171000,48029170700,48029170900,48029170300,48029170402"
48029150300,4702,"48029150800,48029192100,48029150100,48029140300,48029140200,48029150400,48029160200,48029150600,48029150700"
48029191003,7762,"48029180902,48029191102,48029191006,48029191004"
48029191004,3730,"48029191102,48029191006,48029191003,48029191005,48029190901"
48029110100,3379,"48029110300,48029192100,48029110500,48029110600,48029110700,48029110900,48029191900,48029110800"
48029191408,2989,"48029191201,48029191202,48029191410,48029191409,48029191405"
48029191406,6468,"48029191702,48029191806,48029191816,48029191412,48029191413"
48029191409,5906,"48029191202,48029191101,48029191405,48029191506,48029191408"
48029120800,6334,"48029120300,48029120600,48029120702,48029120701,48029120901,48029121000,48029120902"
48029191804,6322,"48091310703,48091310704,48029121908,48029980001,48029191809,48029191814,48029191811"
48029172004,2495,"48029181729,48029172007,48029172005,48029172006,48029182105"
48029171924,4301,"48029171912,48029171918,48029171923,48029171925,48029171902"
48029181727,3168,"48029181713,48029181704,48029171923,48029181725,48029171925"
48029171925,9244,"48029171924,48029171912,48029181730,48029181713,48029181712,48029171923,48029181727"
48029172005,3532,"48029172004,48029181729,48029172007,48029181728,48029181716,48029171912,48029171918"
48029172007,9539,"48029172004,48029172003,48029172005,48029172002,48029172006,48029171918,48029171917"
48029171902,9551,"48029171914,48029171924,48029171920,48029171918,48029171923,48029181602,48029181725,48029171801,48029171700,48029171913,48029171903"
48029171912,6197,"48029171924,48029181715,48029172005,48029181728,48029181716,48029181730,48029171918,48029181712,48029171925"
48029181005,3799,"48029180701,48029181004,48029181100,48029180800,48029181001,48029180604"
48029181718,5208,"48029181726,48029181724,48029181723,48029181722,48029181721,48029181711,48029181703,48029181720"
48029172002,8032,"48029172007,48029172003,48029171916,48029161902,48325000102,48029172006,48029171921,48029171917"
48029181712,3821,"48029171912,48029181731,48029181730,48029181713,48029181711,48029171925"
48029121504,6923,"48029121803,48029121507,48029121506,48029121505,48029121501,48029121203,48029121300"
48029131606,4895,"48029131610,48029131609,48029131608,48029131613,48029131802,48029131601,48029131612"
48029131700,1241,"48029131608,48029131601"
48029121802,8176,"48029121909,48029121803,48029121606,48029121812,48029121702,48029121501,48029121804,48029121809"
48029980001,4,"48091310704,48029182101,48029191804,48029191807,48029191806,48029191815,48029191811"
48029121803,4549,"48029121802,48029121504,48029121501,48029121203,48029121804"
48029121601,4754,"48029121604,48029131608,48029121701,48029131601,48029121606,48029121702,48029121605"
48029171918,5185,"48029172007,48029171914,48029171924,48029172003,48029172005,48029171912,48029171917,48029171902"
48029171917,8439,"48029172007,48029171914,48029172003,48029171916,48029172002,48029171918"
48029171914,5368,"48029171916,48029171915,48029171918,48029171917,48029171902,48029171913"
48029171401,4284,"48029180504,48029181602,48029171602,48029171700,48029171402,48029171502"
48029171501,2846,"48029171100,48029171602,48029160701,48029171502,48029161600"
48029171302,5019,"48029180400,48029170600,48029171301,48029180504,48029180503,48029171402"
48029171402,5433,"48029171200,48029171302,48029171301,48029180504,48029171401,48029171502"
48029190604,4438,"48029190501,48029190601,48029190504,48029190503,48029190603,48029191006,48029191005"
48029120400,5733,"48029120501,48029120300,48029120100,48029192000,48029120600"
48029190200,4375,"48029110900,48029110800,48029192000,48029190400,48029190100,48029190503"
48029181716,7342,"48029181726,48029181715,48029172005,48029181728,48029171912,48029181723,48029181722"
48029150700,6162,"48029150800,48029150300,48029151000,48029150600,48029150900"
48029150900,5913,"48029150800,48029192200,48029151000,48029150600,48029150700,48029151400,48029151500"
48029181715,6379,"48029181716,48029171912,48029181722,48029181731,48029181730"
48029121507,5036,"48029121508,48029121506,48029121504,48029121300,48029121403"
48029121604,7247,"48029121601,48029131608,48029131601,48029121505,48029121501,48029121605"
48029121300,6072,"48029121508,48029121507,48029121504,48029121203,48029121403,48029120502"
48029121404,4945,"48029121403,48029121402,48029131615,48029120501,48029130900,48029131504,48029131503,48029120502"
48029121402,5584,"48029131609,48029121508,48029121506,48029121403,48029131611,48029131615,48029121404,48029131503"
48029121403,4957,"48029121508,48029121507,48029121300,48029121402,48029120501,48029121404,48029120502"
48029180101,5023,"48029180300,48029180102,48029190501,48029170600,48029170500"
48029171301,2906,"48029171200,48029170700,48029170600,48029171302,48029171402"
48029171916,6719,"48029171914,48029172003,48029172002,48029171921,48029171922,48029171915,48029171917"
48029171913,5322,"48029171914,48029171920,48029171922,48029171915,48029171902"
48029171920,8811,"48029980003,48029171919,48029171921,48029171922,48029171915,48029171902,48029171913,48029171903"
48029171922,3641,"48029171916,48029171921,48029171920,48029171915,48029171913"
48029171502,4831,"48029171200,48029171100,48029171602,48029171401,48029171402,48029171501"
48029190100,3755,"48029110700,48029110800,48029190200,48029190501,48029190504,48029190503,48029170101,48029170500"
48029190700,3060,"48029190902,48029190800,48029190400,48029190603,48029191005,48029190901"
48029181711,7741,"48029181722,48029181718,48029181731,48029181713,48029181712,48029181703,48029181704"
48029181713,7319,"48029181712,48029181711,48029181704,48029181725,48029181727,48029171925"
48029151100,6936,"48029161000,48029151000,48029160901,48029150502,48029150600,48029151200,48029151301,48029151400"
48029171801,5443,"48029171601,48029171700,48029171902,48029171903,48029171802"
48029182102,6641,"48259970401,48029182103,48029181902,48029182101,48029191807"
48029181704,5523,"48029181822,48029181713,48029181711,48029181811,48029181703,48029181506,48029181817,48029181705,48029181725,48029181727"
48029121505,4571,"48029121604,48029131609,48029131608,48029121506,48029121504,48029121501,48029121605"
48029140200,3033,"48029192100,48029140100,48029150300,48029140300,48029140400,48029140700"
48029150100,5099,"48029192100,48029110500,48029150300,48029150400,48029160200,48029160100"
48029140300,3358,"48029150800,48029192100,48029150300,48029140200,48029140700,48029140800"
48029140400,3824,"48029140100,48029130300,48029130401,48029140200,48029140500,48029140700"
48029141402,3622,"48029141404,48029141403,48029141101,48029192200,48029141700,48029141600,48029141300"
48029160100,5794,"48029110500,48029160501,48029170300,48029170200,48029150100,48029160502,48029160300,48029160200"
48029980002,4,"48029160400,48029160901,48029160902"
48029141900,5546,"48493000103,48029131802,48029131801,48493000403,48493000201,48029131401,48029131402,48029141800,48029141700"
48029141800,4554,"48029141900,48493000403,48493000201,48029152202,48029152201,48029141700,48029151900"
48029141700,5224,"48029141900,48029131401,48029152201,48029192200,48029141800,48029151900,48029141600,48029141402,48029141300,48029131300"
48029191405,7619,"48029191504,48029191807,48029191411,48029191410,48029191409,48029191506,48029191412,48029191413,48029191408"
48029191506,4842,"48029191504,48029191505,48029191101,48029191409,48029191405,48029181200"
48029171601,4462,"48029171801,48029171602,48029171700,48029161600,48029171802"
48029171602,3135,"48029171601,48029171700,48029171401,48029160701,48029171501,48029171502,48029161600"
48029161503,3901,"48029161802,48029161801,48029161400,48029161600,48029161200,48029161504,48029161302"
48029171919,3201,"48029161902,48029161802,48029980003,48029171921,48029171920"
48029161504,4341,"48029161501,48029161400,48029161600,48029161303,48029161304,48029161503,48029161302"
48029160502,4096,"48029160600,48029160501,48029160702,48029160400,48029160300,48029160100"
48029162003,5324,"48013960202,48029162004,48013960201,48029152100,48029162001"
48029161902,9032,"48029172002,48029162004,48325000402,48325000101,48013960201,48325000102,48029161802,48029171919,48029171921,48029161901"
48029162004,4182,"48029162003,48029161902,48013960201,48029162001,48029161901"
48029181705,4882,"48029181506,48029181704,48029181602,48029181725,48029181601"
48029181703,6952,"48029181722,48029181718,48029181825,48029181711,48029181811,48029181720,48029181704"
48029121506,5742,"48029131609,48029121508,48029121507,48029121505,48029121504,48029121501,48029121402"
48029171802,6328,"48029161801,48029171601,48029171801,48029161600,48029171903"
48029181808,1478,"48029181809,48029181816,48029181815,48029181303,48029181404,48029181818,48029181821,48029181503"
48029181811,4034,"48029181809,48029181826,48029181825,48029181822,48029181821,48029181703,48029181720,48029181704"
48029190400,4021,"48029190700,48029190200,48029190800,48029192000,48029190503,48029190603"
48029140800,5028,"48029150800,48029141101,48029140300,48029140700,48029140900,48029141000"
48029151900,5113,"48029152100,48029152000,48029152201,48029192200,48029141800,48029141700,48029151700"
48029152100,6248,"48013960202,48013960401,48029162003,48013960100,48029162001,48029152000,48029152201,48029151900,48029161200"
48029170102,3796,"48029110600,48029170300,48029170402,48029170401,48029170200,48029170101"
48029161302,5889,"48029161802,48029161303,48029161100,48029161304,48029161200,48029161503,48029161504"
48029150400,3974,"48029150100,48029150300,48029160300,48029160200,48029150600,48029150501"
48029170500,4585,"48029110700,48029180101,48029190501,48029190504,48029190100,48029170700,48029170600,48029170401,48029170101"
48029151700,6423,"48029152000,48029151600,48029192200,48029151900,48029151302,48029151301,48029151400"
48029121508,5064,"48029121507,48029121506,48029121300,48029121403,48029121402"
48029151500,2573,"48029150800,48029151600,48029192200,48029151000,48029150900,48029151400"
48115950500,3839,"48115950401,48115950402"
48169950100,6461,"48107950300,48107950200,48107950100,48125950300,48303010700,48305950600,48263950100,48305950400,48033950100,48415950200,48415950100"
48337950100,2583,"48337950200,48337950600,48097000200,48097000900"
48337950300,2838,48337950200
48337950200,1777,"48077030301,48077030302,48337950100,48337950300,48337950600,48337950400"
48337950600,2001,"48337950100,48337950200,48337950400,48497150300,48097000900,48497150101"
48337950500,5412,48337950400
48337950400,5108,"48077030302,48337950200,48337950600,48337950500,48497150300,48497150401,48237950100,48497150101"
48461950100,1126,"48329010109,48461950200,48383950100,48173950100,48105950100,48329010113"
48193950100,2646,"48035950400,48035950100,48193950200,48093950400,48143950700"
48193950300,3449,48193950200
48193950200,2422,"48099010102,48099010101,48193950300,48193950100,48035950400,48093950400,48281950100,48333950100"
48151950300,1785,"48335950400,48353950100,48353950500,48415950600,48151950400,48253020500,48253020300,48441013600"
48151950400,2189,"48263950100,48433950300,48415950100,48415950600,48151950300,48253020300"
48461950200,2229,"48135003000,48329010109,48461950100,48103950100,48105950100"
48115950401,4158,"48115950500,48115950402,48115950600"
48115950402,4001,"48115950500,48115950401,48115950600"
48115950600,1835,"48445950100,48305950600,48317950100,48227950100,48033950100,48165950200,48165950100,48115950401,48115950402"
48127950400,2281,"48507950301,48163950300,48479001710,48283950300,48127950200"
48127950200,7715,"48507950302,48507950301,48323950700,48479001710,48127950400,48323950201"
48293970700,1798,"48289950100,48161000600,48289950200,48293970800,48293970600,48293970200"
48293970500,2003,"48293970300,48293970400,48293970200"
48293970400,2182,"48293970500,48293970300,48293970200"
48293970300,2341,"48293970500,48293970400,48293970200"
48293970600,5915,"48293970700,48293970800,48293970200,48145000800,48293970100,48309003601"
48293970200,4027,"48293970700,48161000600,48293970500,48293970300,48293970400,48161000400,48293970600,48349971000,48293970100"
48293970800,2938,"48293970700,48289950200,48395960300,48293970600,48395960100,48145000800"
48293970100,2180,"48309003500,48217961400,48293970600,48293970200,48349971000,48309003601"
48233950500,4913,"48393950100,48341950200,48233950200,48065950200,48233951000,48233950900,48233950700,48065950100"
48233950200,2809,"48393950100,48195950300,48341950100,48341950200,48421950200,48233950500"
48233951000,3617,"48233950500,48233950900,48233950800,48233950600,48233950700"
48233950900,4133,"48233950500,48233951000,48233950800,48233950700"
48233950700,1821,"48233950500,48233951000,48233950900,48233950800,48233950600"
48233950600,3999,"48233951000,48233950800,48233950700"
48233950800,858,"48233951000,48233950900,48233950600,48233950700"
48481740400,5924,"48481740300,48481740200,48481740700,48481740500,48481740600"
48481740300,1489,"48481740100,48481740400,48481740200,48481740900,48481740700,48481740800"
48481740100,5812,"48157675800,48089750100,48481740300,48015760100,48481740200,48089750200,48481740900,48481740500"
48481740500,3262,"48157675800,48481740100,48481740400,48481740200,48481740600,48157675700"
48481740600,3788,"48481740400,48039662700,48039662000,48481740700,48321730100,48481740500,48321730201,48157675700,48321730700"
48481740200,1565,"48481740100,48481740300,48481740400,48481740500"
48481740700,1875,"48481740300,48481740400,48481740900,48481741000,48321730100,48481740600,48481740800,48321730700"
48481741100,2500,"48089750200,48481740900,48481741000,48239950100,48239950200,48321730700"
48481741000,4313,"48481740900,48481740700,48481740800,48481741100,48321730700"
48481740900,7217,"48481740100,48481740300,48089750200,48481741000,48481740700,48481740800,48481741100"
