state, model, nodes, k, L, U, LB, LB Time, UB, UB Time, UB LS, UB LS Time, UB cont, UB cont time, percent fixed, IP Time, Total Time, Num Callbacks, Callback Time, Num Cuts, Overty, Objval, Mipgap, Objbound, NodeCount, Found feasbile?
NM, cut, 33, 3, 691958, 698911, 34777.81, 0.13, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.14, 0, 0.00, 0, 1.03, infeasible, , , 0, N
NM, lcut, 33, 3, 700363, 707401, 32756.78, 0.06, 33993.00, 0.02, 33993.00, 0.00, 33993.77, 0.01, 0.82, 0.00, 0.09, 2, 0.00, 0, 1.00, 33993.77, 0.00, 33993.77, 1, Y
NM, lcut, 33, 3, 662585, 669243, 32546.24, 0.27, infinity, 0.00, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.28, 0, 0.00, 0, 1.00, infeasible, , , 0, N
NM, lcut, 33, 3, 689233, 696159, 32727.71, 0.05, 33768.85, 0.04, 33768.85, 0.01, infinity, 0.01, 0.00, 0.00, 0.11, 0, 0.00, 0, 0.98, infeasible, , , 0, N
NM, lcut, 33, 3, 664892, 671574, 31559.59, 0.06, 33114.68, 0.11, 33114.68, 0.01, 35615.75, 0.09, 0.47, 0.07, 0.34, 8, 0.00, 27, 0.94, 35615.75, 0.00, 35615.75, 1, Y
NM, lcut, 33, 3, 681783, 688635, 33266.21, 0.11, infinity, 0.00, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.12, 0, 0.00, 0, 1.01, infeasible, , , 0, N
NM, lcut, 33, 3, 662884, 669545, 30817.15, 0.07, 31216.74, 0.07, 31216.74, 0.01, 31222.54, 0.01, 0.87, 0.00, 0.17, 2, 0.00, 1, 0.91, 31222.54, 0.00, 31222.54, 1, Y
NM, lcut, 33, 3, 672915, 679677, 31999.08, 0.06, 33445.95, 0.07, 33445.95, 0.01, 33511.60, 0.02, 0.77, 0.00, 0.16, 1, 0.00, 0, 0.95, 33511.60, 0.00, 33511.60, 0, Y
NM, lcut, 33, 3, 680103, 686937, 30941.03, 0.07, 31226.98, 0.05, 31226.98, 0.01, 32516.24, 0.03, 0.67, 0.00, 0.16, 4, 0.00, 6, 0.96, 32516.24, 0.00, 32516.24, 1, Y
NM, lcut, 33, 3, 661607, 668255, 32266.95, 0.06, 33711.34, 0.11, 33711.34, 0.01, 35975.21, 0.09, 0.48, 0.04, 0.32, 7, 0.00, 19, 0.94, 35975.21, 0.00, 35975.21, 1, Y
NM, lcut, 33, 3, 691958, 698911, 34777.81, 0.11, infinity, 0.00, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.12, 0, 0.00, 0, 1.03, infeasible, , , 0, N
OK, cut, 77, 5, 756828, 764433, 20939.79, 1.45, infinity, 0.02, infinity, 0.00, n/a, n/a, 0.00, 0.00, 1.49, 0, 0.00, 0, 1.06, infeasible, , , 0, N
OK, cut, 77, 5, 740373, 747813, 20197.29, 1.68, infinity, 0.02, infinity, 0.00, n/a, n/a, 0.00, 0.00, 1.72, 0, 0.00, 0, 1.01, infeasible, , , 0, N
OK, cut, 77, 5, 751736, 759290, 20400.48, 1.84, infinity, 0.03, infinity, 0.00, n/a, n/a, 0.00, 0.01, 1.88, 0, 0.00, 0, 1.03, infeasible, , , 0, N
OK, cut, 77, 5, 731703, 739056, 20238.09, 1.55, 21699.54, 0.51, 21699.54, 0.06, 21936.41, 0.10, 0.52, 1.14, 3.37, 8, 0.00, 13, 0.93, 21830.30, 0.00, 21830.30, 134, Y
OK, cut, 77, 5, 747348, 754858, 20353.22, 1.55, 21608.88, 0.55, 21608.88, 0.06, 22398.11, 2.34, 0.48, 1.29, 5.81, 11, 0.00, 32, 0.91, 22398.11, 0.00, 22398.11, 181, Y
OK, cut, 77, 5, 722540, 729801, 20079.04, 1.19, 21449.31, 0.06, 21449.31, 0.04, 21449.31, 0.04, 0.57, 0.18, 1.52, 3, 0.00, 0, 1.00, 21449.31, 0.00, 21449.31, 1, Y
OK, cut, 77, 5, 742274, 749733, 20738.68, 1.79, infinity, 0.03, infinity, 0.00, n/a, n/a, 0.00, 0.00, 1.83, 0, 0.00, 0, 1.06, infeasible, , , 0, N
OK, cut, 77, 5, 747567, 755079, 20731.88, 2.07, infinity, 0.02, infinity, 0.00, n/a, n/a, 0.00, 0.00, 2.11, 0, 0.00, 0, 1.01, infeasible, , , 0, N
OK, cut, 77, 5, 738008, 745424, 20468.14, 1.49, infinity, 0.02, infinity, 0.00, n/a, n/a, 0.00, 0.00, 1.53, 0, 0.00, 0, 1.07, infeasible, , , 0, N
OK, cut, 77, 5, 739924, 747359, 20236.69, 1.36, 21620.84, 0.40, 21620.84, 0.06, 22322.95, 1.54, 0.46, 2.12, 5.49, 20, 0.00, 33, 0.92, 22082.38, 0.00, 22082.38, 1, Y
OK, lcut, 77, 5, 756828, 764433, 20939.79, 1.46, infinity, 0.03, infinity, 0.00, n/a, n/a, 0.00, 0.00, 1.51, 0, 0.00, 0, 1.06, infeasible, , , 0, N
OK, lcut, 77, 5, 740373, 747813, 20197.29, 1.69, infinity, 0.02, infinity, 0.00, n/a, n/a, 0.00, 0.00, 1.73, 0, 0.00, 0, 1.01, infeasible, , , 0, N
OK, lcut, 77, 5, 751736, 759290, 20400.48, 1.87, infinity, 0.02, infinity, 0.00, n/a, n/a, 0.00, 0.00, 1.90, 0, 0.00, 0, 1.03, infeasible, , , 0, N
OK, lcut, 77, 5, 731703, 739056, 20238.09, 1.54, 21699.54, 0.51, 21699.54, 0.06, 21936.41, 0.10, 0.52, 1.01, 3.23, 5, 0.00, 3, 0.93, 21830.30, 0.00, 21830.30, 119, Y
OK, lcut, 77, 5, 747348, 754858, 20353.22, 1.56, 21608.88, 0.54, 21608.88, 0.06, 22398.11, 2.34, 0.48, 1.79, 6.31, 10, 0.00, 21, 0.91, 22398.11, 0.00, 22398.11, 165, Y
OK, lcut, 77, 5, 722540, 729801, 20079.04, 1.26, 21449.31, 0.07, 21449.31, 0.04, 21449.31, 0.04, 0.57, 0.19, 1.61, 3, 0.00, 0, 1.00, 21449.31, 0.00, 21449.31, 1, Y
OK, lcut, 77, 5, 742274, 749733, 20738.68, 1.80, infinity, 0.02, infinity, 0.00, n/a, n/a, 0.00, 0.00, 1.84, 0, 0.00, 0, 1.06, infeasible, , , 0, N
OK, lcut, 77, 5, 747567, 755079, 20731.88, 2.07, infinity, 0.02, infinity, 0.00, n/a, n/a, 0.00, 0.00, 2.11, 0, 0.00, 0, 1.01, infeasible, , , 0, N
OK, lcut, 77, 5, 738008, 745424, 20468.14, 1.50, infinity, 0.03, infinity, 0.00, n/a, n/a, 0.00, 0.00, 1.54, 0, 0.00, 0, 1.07, infeasible, , , 0, N
OK, lcut, 77, 5, 739924, 747359, 20236.69, 1.37, 21620.84, 0.40, 21620.84, 0.06, 22322.95, 1.55, 0.46, 1.20, 4.61, 17, 0.00, 15, 0.92, 22082.38, 0.00, 22082.38, 1, Y
OR, cut, 36, 5, 736030, 743426, 26082.47, 0.23, 32310.96, 0.66, 32310.96, 0.06, infinity, 0.14, 0.00, 3600.00, 3601.08, 203, 0.02, 1977, 0.91, ?, ?, 191194.88, 191194.88, 12518647, N
OR, cut, 36, 5, 749459, 756990, 25991.21, 0.19, 33141.49, 0.35, 32984.03, 0.11, infinity, 0.13, 0.00, 785.18, 785.97, 213, 0.02, 1935, 0.94, infeasible, , , 3098620, N
OR, cut, 36, 5, 765020, 772707, 26284.26, 0.23, 32260.24, 0.30, 32260.24, 0.04, infinity, 0.01, 0.00, 0.66, 1.25, 11, 0.00, 127, 0.97, infeasible, , , 567, N
OR, cut, 36, 5, 756238, 763837, 29050.88, 0.29, infinity, 0.00, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.29, 0, 0.00, 0, 1.02, infeasible, , , 0, N
OR, cut, 36, 5, 749221, 756749, 26280.68, 0.15, 34568.48, 0.41, 33118.48, 0.17, infinity, 0.01, 0.00, 0.71, 1.45, 11, 0.00, 163, 0.98, infeasible, , , 818, N
OR, cut, 36, 5, 742174, 749632, 25826.88, 0.22, 32554.30, 0.17, 32554.30, 0.04, infinity, 0.17, 0.00, 0.70, 1.31, 21, 0.00, 197, 0.99, infeasible, , , 1401, N
OR, cut, 36, 5, 759427, 767058, 29349.72, 0.24, infinity, 0.00, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.25, 0, 0.00, 0, 1.02, infeasible, , , 0, N
OR, cut, 36, 5, 745655, 753148, 26453.95, 0.14, 33333.03, 0.39, 33333.03, 0.06, infinity, 0.02, 0.00, 0.65, 1.32, 11, 0.00, 158, 0.98, infeasible, , , 1029, N
OR, cut, 36, 5, 743374, 750844, 26708.52, 0.19, 33799.89, 0.41, 33799.89, 0.06, infinity, 0.14, 0.00, 3600.00, 3600.80, 221, 0.02, 1962, 0.92, ?, ?, 86552.83, 86552.83, 8885109, N
OR, cut, 36, 5, 763335, 771005, 26538.56, 0.25, 33394.50, 0.28, 32991.23, 0.08, infinity, 0.01, 0.00, 1.84, 2.46, 26, 0.00, 374, 0.95, infeasible, , , 1074, N
OR, lcut, 36, 5, 736030, 743426, 26082.47, 0.30, 32310.96, 0.66, 32310.96, 0.06, infinity, 0.14, 0.00, 10.97, 12.12, 72, 0.02, 736, 0.91, infeasible, , , 11027, N
OR, lcut, 36, 5, 749459, 756990, 25991.21, 0.28, 33141.49, 0.34, 32984.03, 0.11, infinity, 0.13, 0.00, 6.35, 7.23, 77, 0.02, 720, 0.94, infeasible, , , 9790, N
OR, lcut, 36, 5, 765020, 772707, 26284.26, 0.16, 32260.24, 0.31, 32260.24, 0.04, infinity, 0.01, 0.00, 0.00, 0.53, 0, 0.00, 0, 0.97, infeasible, , , 0, N
OR, lcut, 36, 5, 756238, 763837, 29050.88, 0.23, infinity, 0.00, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.24, 0, 0.00, 0, 1.02, infeasible, , , 0, N
OR, lcut, 36, 5, 749221, 756749, 26280.68, 0.14, 34568.48, 0.41, 33118.48, 0.17, infinity, 0.01, 0.00, 0.00, 0.74, 0, 0.00, 0, 0.98, infeasible, , , 0, N
OR, lcut, 36, 5, 742174, 749632, 25826.88, 0.17, 32554.30, 0.17, 32554.30, 0.04, infinity, 0.17, 0.00, 1523.37, 1523.93, 425, 0.08, 2397, 0.99, infeasible, , , 5744564, N
OR, lcut, 36, 5, 759427, 767058, 29349.72, 0.25, infinity, 0.00, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.26, 0, 0.00, 0, 1.02, infeasible, , , 0, N
OR, lcut, 36, 5, 745655, 753148, 26453.95, 0.14, 33333.03, 0.39, 33333.03, 0.05, infinity, 0.01, 0.00, 0.00, 0.60, 0, 0.00, 0, 0.98, infeasible, , , 0, N
OR, lcut, 36, 5, 743374, 750844, 26708.52, 0.14, 33799.89, 0.41, 33799.89, 0.06, infinity, 0.14, 0.00, 2253.90, 2254.66, 146, 0.04, 1270, 0.92, infeasible, , , 8080281, N
OR, lcut, 36, 5, 763335, 771005, 26538.56, 0.26, 33394.50, 0.28, 32991.23, 0.08, infinity, 0.01, 0.00, 0.02, 0.66, 1, 0.00, 12, 0.95, infeasible, , , 0, N
SC, cut, 46, 7, 631160, 637502, 8612.41, 0.58, 11246.28, 1.41, 11246.28, 0.16, infinity, 0.35, 0.00, 288.70, 291.21, 197, 0.02, 2107, 0.63, 15463.63, 0.00, 15463.63, 367697, Y
SC, cut, 46, 7, 660154, 666788, 8837.31, 0.68, 11456.15, 2.09, 11456.15, 0.11, 14652.02, 2.48, 0.23, 70.70, 76.09, 36, 0.00, 179, 0.66, 14652.02, 0.00, 14652.02, 123061, Y
SC, cut, 46, 7, 655043, 661625, 8880.36, 0.68, 11412.67, 1.82, 11412.67, 0.12, infinity, 0.10, 0.00, 3600.00, 3602.74, 427, 0.05, 3783, 0.64, ?, ?, 14332.71, 14332.71, 5787672, N
SC, cut, 46, 7, 650319, 656854, 8704.26, 0.61, 12149.71, 2.01, 12149.71, 0.18, infinity, 3.04, 0.00, 565.59, 571.46, 264, 0.03, 2771, 0.62, 15712.59, 0.00, 15712.59, 1048616, Y
SC, cut, 46, 7, 647884, 654394, 8782.52, 0.71, 12278.84, 1.53, 12278.84, 0.25, infinity, 3.60, 0.00, 3600.00, 3606.10, 543, 0.06, 4248, 0.61, ?, ?, 14473.18, 14473.18, 6226290, N
SC, cut, 46, 7, 646461, 652957, 8859.14, 0.65, 11958.53, 1.30, 11958.53, 0.28, infinity, 4.92, 0.00, 3600.00, 3607.17, 190, 0.03, 2728, 0.65, ?, ?, 15167.89, 15167.89, 9782100, N
SC, cut, 46, 7, 648840, 655360, 8809.16, 0.57, 12006.35, 1.61, 11603.65, 0.32, infinity, 0.15, 0.00, 3600.00, 3602.66, 277, 0.04, 3194, 0.63, ?, ?, 15973.12, 15973.12, 5916595, N
SC, cut, 46, 7, 656826, 663426, 8892.25, 0.66, 12595.27, 1.89, 12595.27, 0.35, infinity, 4.60, 0.00, 3600.00, 3607.53, 285, 0.04, 3155, 0.63, ?, ?, 15605.46, 15605.46, 7355232, N
SC, cut, 46, 7, 656940, 663542, 8943.47, 0.64, 12770.20, 2.51, 12556.35, 0.65, infinity, 0.27, 0.00, 3600.01, 3604.09, 190, 0.03, 2680, 0.66, ?, ?, 16495.30, 16495.30, 9396797, N
SC, cut, 46, 7, 656676, 663275, 8898.35, 0.62, 12506.11, 1.29, 12506.11, 0.15, infinity, 15.68, 0.00, 3600.00, 3617.76, 287, 0.04, 3192, 0.62, ?, ?, 14367.39, 14367.39, 8355128, N
SC, lcut, 46, 7, 631160, 637502, 8612.41, 0.60, 11246.28, 1.40, 11246.28, 0.17, infinity, 0.35, 0.00, 275.14, 277.66, 200, 0.08, 1838, 0.63, 15463.63, 0.00, 15463.63, 373147, Y
SC, lcut, 46, 7, 660154, 666788, 8837.31, 0.62, 11456.15, 2.10, 11456.15, 0.11, 14652.02, 2.47, 0.23, 44.02, 49.33, 36, 0.01, 162, 0.66, 14652.02, 0.00, 14652.02, 71367, Y
SC, lcut, 46, 7, 655043, 661625, 8880.36, 0.69, 11412.67, 1.82, 11412.67, 0.12, infinity, 0.10, 0.00, 829.20, 831.93, 231, 0.09, 2108, 0.64, 16847.91, 0.00, 16847.91, 1380507, Y
SC, lcut, 46, 7, 650319, 656854, 8704.26, 0.70, 12149.71, 2.01, 12149.71, 0.19, infinity, 3.04, 0.00, 152.15, 158.11, 157, 0.07, 1674, 0.62, 15712.59, 0.00, 15712.59, 233938, Y
SC, lcut, 46, 7, 647884, 654394, 8782.52, 0.63, 12278.84, 1.51, 12278.84, 0.25, infinity, 3.59, 0.00, 3600.00, 3606.02, 436, 0.15, 3235, 0.61, ?, ?, 14836.56, 14836.56, 5048078, N
SC, lcut, 46, 7, 646461, 652957, 8859.14, 0.65, 11958.53, 1.29, 11958.53, 0.23, infinity, 4.89, 0.00, 3600.00, 3607.09, 133, 0.08, 1931, 0.65, ?, ?, 15756.17, 15756.17, 10540798, N
SC, lcut, 46, 7, 648840, 655360, 8809.16, 0.63, 12006.35, 1.62, 11603.65, 0.32, infinity, 0.15, 0.00, 3600.00, 3602.72, 164, 0.08, 2059, 0.63, ?, ?, 17610.80, 17610.80, 7501069, N
SC, lcut, 46, 7, 656826, 663426, 8892.25, 0.66, 12595.27, 1.90, 12595.27, 0.35, infinity, 4.61, 0.00, 3600.00, 3607.56, 184, 0.09, 2219, 0.63, ?, ?, 16570.85, 16570.85, 7990073, N
SC, lcut, 46, 7, 656940, 663542, 8943.47, 0.65, 12770.20, 2.52, 12556.35, 0.65, infinity, 0.27, 0.00, 3600.00, 3604.09, 132, 0.07, 1851, 0.66, ?, ?, 18296.66, 18296.66, 8133712, N
SC, lcut, 46, 7, 656676, 663275, 8898.35, 0.58, 12506.11, 1.30, 12506.11, 0.15, infinity, 15.66, 0.00, 3600.00, 3617.72, 240, 0.11, 2480, 0.62, ?, ?, 14678.45, 14678.45, 7682697, N
WV, cut, 55, 3, 621539, 627784, 10838.52, 0.68, 11992.63, 0.24, 11992.63, 0.02, 12050.90, 0.03, 0.51, 0.59, 1.56, 3, 0.00, 7, 0.32, 12050.90, 0.00, 12050.90, 78, Y
WV, cut, 55, 3, 635015, 641396, 11177.45, 0.71, 12158.78, 0.20, 12158.78, 0.02, 12177.80, 0.01, 0.55, 0.54, 1.49, 2, 0.00, 4, 0.30, 12177.80, 0.00, 12177.80, 43, Y
WV, cut, 55, 3, 629017, 635338, 10885.11, 0.72, 11854.99, 0.17, 11854.99, 0.02, 11883.97, 0.02, 0.57, 0.61, 1.53, 3, 0.00, 6, 0.35, 11883.97, 0.00, 11883.97, 65, Y
WV, cut, 55, 3, 629201, 635523, 10957.58, 0.86, 12052.40, 0.21, 12052.40, 0.02, 12151.09, 0.04, 0.53, 0.50, 1.63, 4, 0.00, 9, 0.33, 12151.09, 0.00, 12151.09, 172, Y
WV, cut, 55, 3, 625232, 631515, 10839.36, 0.67, 11767.73, 0.19, 11767.73, 0.02, 11880.37, 0.03, 0.53, 0.44, 1.35, 3, 0.00, 10, 0.32, 11880.37, 0.00, 11880.37, 97, Y
WV, cut, 55, 3, 627341, 633645, 10943.75, 0.70, 11999.12, 0.22, 11999.12, 0.01, 12163.50, 0.06, 0.51, 0.87, 1.88, 5, 0.00, 10, 0.30, 12163.50, 0.00, 12163.50, 135, Y
WV, cut, 55, 3, 621712, 627959, 10942.55, 0.71, 11916.36, 0.20, 11916.36, 0.02, 12047.34, 0.03, 0.53, 0.80, 1.76, 3, 0.00, 8, 0.33, 12047.34, 0.00, 12047.34, 155, Y
WV, cut, 55, 3, 635166, 641549, 11017.26, 0.71, 12032.75, 0.26, 12032.75, 0.02, 12150.50, 0.04, 0.53, 0.73, 1.76, 3, 0.00, 8, 0.33, 12150.50, 0.00, 12150.50, 97, Y
WV, cut, 55, 3, 633526, 639892, 11126.43, 0.72, 12061.31, 0.13, 12061.31, 0.02, 12061.31, 0.01, 0.57, 0.63, 1.52, 2, 0.00, 0, 0.35, 12061.31, 0.00, 12061.31, 35, Y
WV, cut, 55, 3, 640343, 646777, 11275.29, 0.66, 12399.44, 0.18, 12399.44, 0.02, 12556.96, 0.03, 0.50, 0.64, 1.54, 2, 0.00, 4, 0.32, 12556.96, 0.00, 12556.96, 176, Y
WV, lcut, 55, 3, 621539, 627784, 10838.52, 0.73, 11992.63, 0.24, 11992.63, 0.02, 12050.90, 0.03, 0.51, 0.59, 1.61, 3, 0.00, 7, 0.32, 12050.90, 0.00, 12050.90, 78, Y
WV, lcut, 55, 3, 635015, 641396, 11177.45, 0.66, 12158.78, 0.20, 12158.78, 0.02, 12177.80, 0.01, 0.55, 0.54, 1.44, 2, 0.00, 4, 0.30, 12177.80, 0.00, 12177.80, 43, Y
WV, lcut, 55, 3, 629017, 635338, 10885.11, 0.71, 11854.99, 0.17, 11854.99, 0.02, 11883.97, 0.02, 0.57, 0.61, 1.54, 3, 0.00, 6, 0.35, 11883.97, 0.00, 11883.97, 65, Y
WV, lcut, 55, 3, 629201, 635523, 10957.58, 0.92, 12052.40, 0.22, 12052.40, 0.02, 12151.09, 0.03, 0.53, 0.50, 1.69, 4, 0.00, 9, 0.33, 12151.09, 0.00, 12151.09, 172, Y
WV, lcut, 55, 3, 625232, 631515, 10839.36, 0.66, 11767.73, 0.19, 11767.73, 0.02, 11880.37, 0.03, 0.53, 0.44, 1.35, 3, 0.00, 10, 0.32, 11880.37, 0.00, 11880.37, 97, Y
WV, lcut, 55, 3, 627341, 633645, 10943.75, 0.70, 11999.12, 0.23, 11999.12, 0.02, 12163.50, 0.06, 0.51, 0.87, 1.88, 5, 0.00, 10, 0.30, 12163.50, 0.00, 12163.50, 135, Y
WV, lcut, 55, 3, 621712, 627959, 10942.55, 0.71, 11916.36, 0.20, 11916.36, 0.02, 12047.34, 0.03, 0.53, 0.80, 1.76, 3, 0.00, 8, 0.33, 12047.34, 0.00, 12047.34, 155, Y
WV, lcut, 55, 3, 635166, 641549, 11017.26, 0.71, 12032.75, 0.25, 12032.75, 0.02, 12150.50, 0.04, 0.53, 0.73, 1.75, 3, 0.00, 8, 0.33, 12150.50, 0.00, 12150.50, 96, Y
WV, lcut, 55, 3, 633526, 639892, 11126.43, 0.81, 12061.31, 0.12, 12061.31, 0.02, 12061.31, 0.01, 0.57, 0.66, 1.62, 2, 0.00, 0, 0.35, 12061.31, 0.00, 12061.31, 35, Y
WV, lcut, 55, 3, 640343, 646777, 11275.29, 0.69, 12399.44, 0.18, 12399.44, 0.02, 12556.96, 0.04, 0.50, 0.64, 1.57, 2, 0.00, 4, 0.32, 12556.96, 0.00, 12556.96, 176, Y
